service_type,age,income,family_size,docs_missing,aadhaar_linked,bank_linked,name_mismatch,father_name_mismatch,prev_rejections,operator_exp_months,rejected
ration_card,83,65514,3,2,1,1,0,0,3,7,1
ayushman,42,226829,10,1,1,1,0,0,3,16,1
widow_pension,28,99674,10,3,1,1,0,0,0,13,0
income_certificate,45,102143,2,1,1,1,0,1,0,60,0
widow_pension,47,126633,5,0,1,1,0,1,0,53,1
old_age_pension,57,279270,2,3,1,1,0,0,1,18,1
ration_card,68,101467,1,0,1,1,0,1,0,12,0
ayushman,41,129846,1,3,1,1,0,0,1,6,1
caste_certificate,23,251187,9,0,1,1,0,0,1,44,0
widow_pension,42,114079,5,0,1,1,1,0,2,22,0
widow_pension,25,281887,5,1,1,1,0,0,0,3,1
caste_certificate,24,261081,8,0,0,0,0,0,2,56,0
widow_pension,48,42371,5,0,1,1,0,0,1,8,0
ration_card,39,135854,4,1,1,1,1,0,0,54,0
income_certificate,26,198995,5,2,1,1,1,0,2,28,1
income_certificate,44,220846,8,2,1,0,0,0,2,24,1
income_certificate,38,91810,10,3,1,1,1,0,1,16,1
ration_card,55,109896,3,1,1,1,1,0,1,34,0
widow_pension,40,102275,3,1,0,1,1,0,2,14,1
ayushman,61,24758,6,1,1,1,0,0,3,29,0
caste_certificate,37,286746,1,2,0,1,0,1,1,33,1
ration_card,78,194967,7,1,1,1,1,0,1,50,1
ration_card,51,105793,6,0,1,1,1,0,0,44,0
income_certificate,71,196960,3,1,1,0,0,0,3,7,0
ration_card,27,17656,8,3,1,1,0,0,3,42,1
caste_certificate,47,229345,9,2,1,1,1,0,0,58,1
income_certificate,67,25575,3,2,1,1,1,0,1,10,1
old_age_pension,82,134989,5,0,1,0,0,0,1,4,0
ration_card,48,169664,8,1,1,1,1,0,3,34,0
income_certificate,42,86767,5,1,1,1,0,0,1,6,0
caste_certificate,44,215569,5,0,1,1,0,0,2,38,0
widow_pension,64,35967,10,0,0,1,0,0,3,21,0
widow_pension,65,22891,10,2,1,1,0,0,1,42,0
widow_pension,23,225514,10,2,1,1,0,1,3,46,1
old_age_pension,78,264335,6,1,0,1,0,0,3,31,1
ration_card,47,211645,8,1,1,0,0,1,1,50,1
income_certificate,35,254035,6,0,1,1,0,0,1,43,0
ayushman,65,221122,9,1,1,1,0,0,2,9,1
income_certificate,70,50340,5,1,1,1,1,0,0,30,1
caste_certificate,40,110834,4,1,1,1,1,0,3,47,1
income_certificate,66,137538,2,2,1,1,0,0,3,51,1
old_age_pension,69,90251,6,1,0,1,1,0,1,20,1
ayushman,21,144686,5,0,1,1,1,0,1,17,1
ration_card,21,220256,5,0,1,1,0,0,1,3,1
ration_card,44,152146,5,1,1,1,0,0,0,4,1
ration_card,37,24645,3,0,1,1,0,0,2,50,1
old_age_pension,55,42835,6,0,1,1,1,0,0,33,1
widow_pension,72,109402,9,0,1,1,1,0,0,18,0
ayushman,59,247604,9,0,1,0,0,0,0,58,0
old_age_pension,74,106298,8,0,1,1,1,0,1,50,0
widow_pension,44,198279,4,0,1,1,0,0,2,41,1
widow_pension,20,198386,8,1,1,1,0,0,1,46,1
caste_certificate,28,50256,4,1,1,1,0,0,1,56,1
caste_certificate,18,288272,1,1,1,1,0,0,0,57,1
caste_certificate,26,95691,4,0,1,1,0,0,1,27,0
ration_card,75,169179,3,0,1,1,0,0,1,50,0
income_certificate,19,277209,2,0,0,1,0,0,0,2,0
widow_pension,60,182821,3,2,0,1,0,0,1,27,1
ayushman,65,147607,5,2,1,1,0,0,0,3,1
ayushman,25,169402,7,1,1,0,1,0,0,30,1
old_age_pension,29,134803,5,3,1,1,0,1,3,59,1
caste_certificate,23,119269,10,0,1,0,0,0,0,25,0
caste_certificate,71,189617,4,1,1,1,0,0,0,48,1
ration_card,63,269764,9,1,1,1,0,0,2,33,1
widow_pension,36,238442,7,0,1,1,0,0,1,13,1
caste_certificate,80,265450,2,1,1,1,0,0,0,50,1
widow_pension,59,90128,9,3,1,1,0,0,1,42,1
widow_pension,58,143606,9,1,0,1,1,0,0,40,1
ayushman,21,78597,2,0,1,1,0,0,0,31,0
ayushman,36,239058,6,3,1,1,0,0,0,4,1
income_certificate,33,276900,4,0,1,1,0,1,2,38,0
widow_pension,38,216956,5,0,1,1,0,0,0,32,1
old_age_pension,64,114603,4,1,1,1,0,0,0,43,1
old_age_pension,41,241888,8,2,1,1,0,1,0,23,1
ayushman,70,62061,2,1,1,1,0,0,0,4,0
caste_certificate,44,58859,4,0,0,1,0,0,3,15,0
ayushman,30,43221,5,1,1,0,0,0,0,41,0
widow_pension,78,93021,8,0,1,0,0,1,0,59,1
ration_card,58,98315,9,0,0,1,0,0,1,21,1
widow_pension,66,140292,7,1,1,1,0,0,1,43,1
income_certificate,42,182492,8,0,1,1,0,0,3,14,0
income_certificate,53,260280,8,0,1,1,0,0,0,21,0
ration_card,28,275425,4,0,1,1,0,0,1,42,1
ayushman,73,290800,8,1,1,1,0,0,3,16,0
